n,id,name,forename,surname,course,school,tutor,career,year,support,photo,username
1229,10412168,Christopher Cardy,Christopher,Cardy,BA Hons Geography with Business,Law,Joshua Clarke,PGT,1,N,37,twyit5
1230,10609744,William Carter,William,Carter,MSc International Business,Philosophy,Allison Chan,UG,1,N,14,aayts6
1231,10901776,Joan Chambers,Joan,Chambers,MSc Business and Management,Law,Kevin Berry,UG,1,N,48,ztywy0
1232,10885512,Kee Chan,Kee,Chan,BSc Hons Accounting and Business,Biosciences,Patricia Collins,UG,3,N,39,ruyjq4
1233,10968128,Syeda Choudhury,Syeda,Choudhury,BA Hons Geography with Business,Philosophy,Simon Chew,UG,1,N,9,ejyck3
1234,10059868,Stuart Chown,Stuart,Chown,BSc Hons Accounting and Business,Biosciences,Kevin Berry,UG,1,N,10,ghymj0
1235,10655839,Ohn Clayton,Ohn,Clayton,MSc International Business,Biosciences,Allison Chan,UG,1,Y,13,tiyzv9
1236,10104972,Kathryn Coar,Kathryn,Coar,MBA Business Administration,Philosophy,Susan Burke,PGT,2,N,49,mjyci4
1237,10426924,Dan Cobley,Dan,Cobley,BSc Hons Accounting and Business,Philosophy,Kate Beard,UG,3,N,17,saydv6
1238,10608128,Gareth Cole,Gareth,Cole,MSc Business and Management,Philosophy,Kate Beard,UG,3,N,50,snytf3
1239,10690905,John Coleman,John,Coleman,BA Hons Geography with Business,Politics and International Relations,Simon Chew,UG,2,N,1,wsyla7
1240,10545164,Brian Connell,Brian,Connell,MSc Business and Management,Law,Simon Chew,UG,2,N,9,iryxu2
1241,10322248,John Cookson,John,Cookson,BA Hons Geography with Business,Law,Andrew Allen,PGT,1,N,26,kcyjt6
1242,10253159,Peter Cooney,Peter,Cooney,MBA Business Administration,Philosophy,Kate Beard,PGT,1,N,40,doydm1
1243,10402328,Andrea Corry,Andrea,Corry,BSc Hons Agricultural Business Management,Philosophy,Patricia Collins,UG,2,N,13,tvyox6
1244,10188144,Rita Crick,Rita,Crick,MBA Business Administration,Law,Kevin Berry,PGT,3,N,38,xgyok1
1245,10270267,David Cumberland,David,Cumberland,BSc Hons Accounting and Business,Business School,Kate Beard,UG,3,N,12,rlyzi0
1246,10257674,Richard Cunningham,Richard,Cunningham,BA Hons Geography with Business,Biosciences,Susan Burke,UG,3,N,21,ldypo2
1247,10042335,Barbara Dalzell,Barbara,Dalzell,MSc International Business,Biosciences,Frances Coady,UG,4,N,45,luygs2
1248,10547191,Tudor Davies,Tudor,Davies,BSc Hons Agricultural Business Management,Politics and International Relations,Frances Coady,UG,1,N,38,sryce2
1249,10880839,Jose Davison,Jose,Davison,MBA Business Administration,Philosophy,Frances Coady,UG,2,Y,19,poycd4
1250,10910990,David Dicker,David,Dicker,MSc Business and Management,Philosophy,Frances Coady,UG,2,N,49,rdygf9
1251,10924701,Susan Doyle,Susan,Doyle,MSc Business and Management,Politics and International Relations,Allison Chan,UG,3,N,49,dqydi8
1252,10212005,Shane Elliott,Shane,Elliott,BA Hons Geography with Business,Business School,Andrew Allen,UG,3,N,7,ovyhc8
1253,10782697,Terence Evans,Terence,Evans,BSc Hons Agricultural Business Management,Philosophy,Kevin Berry,PGT,2,N,22,dzytl0
1254,10738659,Cynthia Fairburn,Cynthia,Fairburn,MBA Business Administration,Philosophy,Kevin Berry,PGT,3,N,45,ptyrf9
1255,10113731,Adrian Ferris,Adrian,Ferris,MSc International Business,Law,Patricia Collins,PGT,3,N,15,pwyot9
1256,10454786,Paul Fifield,Paul,Fifield,BA Hons Geography with Business,Philosophy,Joshua Clarke,PGT,3,N,32,ecyil1
1257,10582153,Tony Fleetwood,Tony,Fleetwood,BSc Hons Accounting and Business,Law,Frances Coady,UG,1,N,22,adyym7
1258,10566679,Michael Forrest,Michael,Forrest,BSc Hons Agricultural Business Management,Politics and International Relations,Kate Beard,UG,1,Y,6,asywo9
1259,10451205,Brenda Foster,Brenda,Foster,MBA Business Administration,Politics and International Relations,Allison Chan,UG,3,N,33,xwyux6
1260,10898299,Lesley Freeman,Lesley,Freeman,MBA Business Administration,Law,Susan Burke,UG,1,N,47,hbyza2
1261,10334719,Sakina Gandhi,Sakina,Gandhi,BSc Hons Agricultural Business Management,Biosciences,Simon Chew,UG,1,N,36,jbyqx9
1262,10359809,Stephen Garrington,Stephen,Garrington,BSc Hons Accounting and Business,Politics and International Relations,Susan Burke,PGT,1,N,25,qxyzh4
1263,10947928,Mark Gibson,Mark,Gibson,MSc International Business,Law,Simon Chew,UG,1,N,46,ukyfl5
1264,10577921,Victoria Gill,Victoria,Gill,MBA Business Administration,Business School,Susan Burke,UG,1,N,17,tqyhw9
1265,10571516,Sharon Goldman,Sharon,Goldman,MSc International Business,Business School,Frances Coady,UG,2,Y,7,ooyav3
1266,10983101,Hakan Gomer,Hakan,Gomer,BSc Hons Agricultural Business Management,Philosophy,Frances Coady,UG,3,N,8,kgykd9
1267,10272828,Helen Goss,Helen,Goss,MSc International Business,Politics and International Relations,Andrew Allen,UG,3,N,16,wpyxw6
1268,10648786,Christine Greenwood,Christine,Greenwood,MBA Business Administration,Business School,Patricia Collins,UG,1,N,16,qayic9
1269,10156684,Andrew Grey,Andrew,Grey,BSc Hons Accounting and Business,Philosophy,Susan Burke,UG,4,N,17,rcyik9
1270,10684749,Sarah Griffiths,Sarah,Griffiths,MBA Business Administration,Law,Kevin Berry,PGT,1,N,50,okyrk1
1271,10081318,Pamela Guest,Pamela,Guest,MSc International Business,Law,Kate Beard,UG,2,N,5,aqyno2
1272,10767895,Bo Hamilton,Bo,Hamilton,MBA Business Administration,Law,Susan Burke,UG,2,N,41,tzyoh8
1273,10128253,Michael Harding,Michael,Harding,BA Hons Geography with Business,Politics and International Relations,Kate Beard,UG,1,N,40,vxybu1
1274,10346448,Colin Harding,Colin,Harding,MBA Business Administration,Politics and International Relations,Kate Beard,UG,1,N,5,ovyrh1
1275,10556779,Nancy Harris,Nancy,Harris,MSc International Business,Politics and International Relations,Joshua Clarke,UG,2,N,20,djygx7
1276,10722817,Stewart Harris,Stewart,Harris,MSc Business and Management,Business School,Simon Chew,PGT,1,N,45,lsykr3
1277,10256163,Michael Harrison,Michael,Harrison,MSc International Business,Law,Allison Chan,UG,2,N,47,oryos3
1278,10995419,Mandy Hart,Mandy,Hart,BSc Hons Agricultural Business Management,Biosciences,Patricia Collins,UG,1,Y,45,piyuu5
1279,10386621,David Harvey,David,Harvey,MSc International Business,Politics and International Relations,Patricia Collins,UG,2,N,16,qxyrj1
1280,10229754,Emma Harvey,Emma,Harvey,BSc Hons Accounting and Business,Law,Susan Burke,UG,2,N,20,sgykn0
1281,10577567,Faith Haughey,Faith,Haughey,MSc International Business,Philosophy,Allison Chan,UG,1,N,13,zgyyp6
1282,10984839,Beverly Hill,Beverly,Hill,MSc International Business,Biosciences,Susan Burke,PGT,4,Y,6,wlyjy0
1283,10206658,Anita Hirst,Anita,Hirst,MSc Business and Management,Politics and International Relations,Kate Beard,PGT,2,N,19,bjygh6
1284,10103755,Geoffrey Holmes,Geoffrey,Holmes,BSc Hons Agricultural Business Management,Biosciences,Kate Beard,UG,4,N,50,sxyts9
1285,10675194,Bruce Holton,Bruce,Holton,MSc International Business,Business School,Frances Coady,UG,1,N,12,wuyqd2
1286,10344054,Anthony Horrocks,Anthony,Horrocks,BA Hons Geography with Business,Law,Joshua Clarke,UG,3,Y,39,vtyce8
1287,10812175,Patricia Howells,Patricia,Howells,MSc Business and Management,Business School,Allison Chan,PGT,2,N,28,peyby6
1288,10429208,Stephen Hull,Stephen,Hull,MSc International Business,Business School,Patricia Collins,UG,2,N,4,aryek9
1289,10327587,Anne Humphreys,Anne,Humphreys,MSc International Business,Business School,Joshua Clarke,UG,2,Y,34,wjyff6
1290,10343769,James Huntington,James,Huntington,MSc Business and Management,Business School,Andrew Allen,UG,1,Y,25,czypy1
1291,10521488,Robert Irving,Robert,Irving,BSc Hons Accounting and Business,Politics and International Relations,Patricia Collins,UG,1,N,11,isyhs2
1292,10614758,Paul Jackson,Paul,Jackson,MBA Business Administration,Biosciences,Simon Chew,UG,2,N,1,hxywd2
1293,10396028,Stephen Jennings,Stephen,Jennings,BSc Hons Agricultural Business Management,Law,Allison Chan,UG,3,N,21,izynb1
1294,10020829,Carl Jones,Carl,Jones,MBA Business Administration,Business School,Kevin Berry,UG,1,Y,29,lrycj1
1295,10777441,Clayton Jones,Clayton,Jones,MSc Business and Management,Business School,Simon Chew,UG,1,N,41,niymt8
1296,10411468,Reshma Khan,Reshma,Khan,BA Hons Geography with Business,Politics and International Relations,Allison Chan,UG,4,N,18,omyew2
1297,10544180,Ewan King,Ewan,King,BSc Hons Accounting and Business,Law,Joshua Clarke,UG,1,N,28,abyym5
1298,10129400,Paul Lake,Paul,Lake,BSc Hons Agricultural Business Management,Philosophy,Allison Chan,UG,3,N,50,kpyth1
1299,10035148,John Law,John,Law,BSc Hons Agricultural Business Management,Philosophy,Susan Burke,UG,3,N,42,inyfw3
1300,10328832,Mei Lin,Mei,Lin,BSc Hons Accounting and Business,Law,Joshua Clarke,UG,1,Y,28,whyma9
1301,10375404,Leo Lindgren,Leo,Lindgren,BSc Hons Agricultural Business Management,Biosciences,Frances Coady,UG,2,N,8,pmygm0
1302,10396635,Kai Liu,Kai,Liu,MSc International Business,Law,Patricia Collins,UG,1,N,7,pgymy4
1303,10959052,Rosemary Lloyd,Rosemary,Lloyd,MSc International Business,Biosciences,Patricia Collins,UG,1,N,36,kgysh6
1304,10279421,Shirley Loader,Shirley,Loader,MSc International Business,Philosophy,Kate Beard,UG,1,N,29,yzymj9
1305,10910985,Stuart Looker,Stuart,Looker,BA Hons Geography with Business,Philosophy,Andrew Allen,UG,3,N,46,fnytw8
1306,10006443,Maralyn Lord,Maralyn,Lord,MSc International Business,Law,Simon Chew,PGT,1,N,37,snyym3
1307,10378786,Andrew MacIntosh,Andrew,MacIntosh,MSc Business and Management,Business School,Andrew Allen,UG,3,N,36,chyrv7
1308,10661638,Morven MacKenzie,Morven,MacKenzie,BA Hons Geography with Business,Biosciences,Allison Chan,UG,1,N,27,pmykc8
1309,10996347,Elaine Magee,Elaine,Magee,MSc International Business,Philosophy,Andrew Allen,UG,4,N,2,uyyoe8
1310,10654317,Rae Martin,Rae,Martin,MBA Business Administration,Politics and International Relations,Simon Chew,UG,3,N,13,rhyzw2
1311,10219809,Jeffrey Mason,Jeffrey,Mason,MSc Business and Management,Politics and International Relations,Simon Chew,PGT,1,N,2,ceygg0
1312,10456484,Will Masters,Will,Masters,MSc Business and Management,Politics and International Relations,Susan Burke,PGT,1,N,12,leyzx1
1313,10497140,Paul Matthews,Paul,Matthews,BA Hons Geography with Business,Business School,Kevin Berry,UG,3,N,13,auyop3
1314,10903774,Richard Matthews,Richard,Matthews,MSc International Business,Biosciences,Frances Coady,UG,3,N,3,nayhl6
1315,10561111,Andrew McCall,Andrew,McCall,BSc Hons Agricultural Business Management,Philosophy,Simon Chew,UG,4,N,9,phyjr9
1316,10570892,Edward McCausland,Edward,McCausland,BSc Hons Accounting and Business,Law,Susan Burke,PGT,2,N,15,siyss2
1317,10480602,Ann McConnell,Ann,McConnell,MSc International Business,Politics and International Relations,Allison Chan,UG,3,N,19,cuyye0
1318,10783618,Heather McCullough,Heather,McCullough,MSc Business and Management,Business School,Kevin Berry,UG,4,N,19,rjyth4
1319,10868419,Martin McFadden,Martin,McFadden,MSc Business and Management,Politics and International Relations,Joshua Clarke,UG,1,N,37,teyip7
1320,10682056,Mark Melligan,Mark,Melligan,MBA Business Administration,Law,Joshua Clarke,UG,2,N,8,rfydq1
1321,10459266,Thomas Mercer,Thomas,Mercer,BSc Hons Accounting and Business,Biosciences,Kate Beard,PGT,1,N,48,ubyuc2
1322,10828463,Liam Millar,Liam,Millar,BA Hons Geography with Business,Biosciences,Patricia Collins,UG,3,N,4,ksyur1
1323,10959983,Thomas Molyneux,Thomas,Molyneux,BSc Hons Agricultural Business Management,Biosciences,Kevin Berry,PGT,1,N,17,etylk2
1324,10951672,Terry Moran,Terry,Moran,BSc Hons Agricultural Business Management,Politics and International Relations,Simon Chew,UG,2,N,10,uyydi5
1325,10525540,Stephen Morgan,Stephen,Morgan,BSc Hons Agricultural Business Management,Biosciences,Simon Chew,UG,1,N,13,sjyaf3
1326,10254222,Lynn Morley,Lynn,Morley,BSc Hons Agricultural Business Management,Business School,Kevin Berry,PGT,1,N,41,iuyeu4
1327,10445929,Glen Mortimer,Glen,Mortimer,BA Hons Geography with Business,Law,Joshua Clarke,UG,1,N,17,txysh3
1328,10316142,Samuel Mundy,Samuel,Mundy,BSc Hons Accounting and Business,Law,Frances Coady,UG,1,N,19,mpyew2
1329,10748771,Brian Neaves,Brian,Neaves,MBA Business Administration,Business School,Kate Beard,UG,1,N,2,xayyv3
1330,10639387,Minh Nguyen,Minh,Nguyen,MSc International Business,Business School,Susan Burke,UG,1,N,5,hfyma9
1331,10664476,Paula Nicholas,Paula,Nicholas,MSc Business and Management,Business School,Simon Chew,UG,3,N,21,gqygd6
1332,10527462,Robin Nightingale,Robin,Nightingale,MSc Business and Management,Politics and International Relations,Frances Coady,PGT,3,N,24,wjyqk0
1333,10205914,Arthur Nimmo,Arthur,Nimmo,MSc Business and Management,Business School,Frances Coady,PGT,1,N,30,wpyyi7
1334,10430446,Gregor Nimmo,Gregor,Nimmo,BA Hons Geography with Business,Philosophy,Kevin Berry,UG,1,N,40,jbyzc1
1335,10682666,Michelle Norman,Michelle,Norman,BSc Hons Accounting and Business,Business School,Frances Coady,UG,3,N,46,poytc2
1336,10282030,Ian Nourse,Ian,Nourse,MBA Business Administration,Law,Simon Chew,UG,4,N,49,ebytd8
1337,10902339,Andrew Oldfield,Andrew,Oldfield,BSc Hons Accounting and Business,Biosciences,Susan Burke,UG,2,Y,20,ikyrv5
1338,10545667,Richard Openshaw,Richard,Openshaw,MSc International Business,Philosophy,Simon Chew,PGT,2,N,47,ibyyq0
1339,10408947,Minoo Osborne,Minoo,Osborne,MBA Business Administration,Biosciences,Joshua Clarke,UG,2,N,41,lyyjg8
1340,10270156,Sharon Page,Sharon,Page,BA Hons Geography with Business,Philosophy,Andrew Allen,UG,1,N,24,qmyvv7
1341,10886798,Marilyn Parkes,Marilyn,Parkes,BA Hons Geography with Business,Biosciences,Allison Chan,UG,1,N,48,vbyqv7
1342,10868295,Rashmikant Parmar,Rashmikant,Parmar,BA Hons Geography with Business,Politics and International Relations,Simon Chew,UG,1,N,42,exyem8
1343,10710010,Keith Parry,Keith,Parry,BSc Hons Agricultural Business Management,Law,Andrew Allen,PGT,1,N,14,nlywy8
1344,10485756,Patricia Patterson,Patricia,Patterson,BSc Hons Accounting and Business,Philosophy,Kevin Berry,UG,1,N,30,hcyof3
1345,10099948,Luke Pearce,Luke,Pearce,BA Hons Geography with Business,Biosciences,Simon Chew,UG,1,N,48,icyel6
1346,10220745,Susan Pickering,Susan,Pickering,BSc Hons Accounting and Business,Law,Susan Burke,UG,3,N,19,dcyox0
1347,10891093,Ian Pugh,Ian,Pugh,BA Hons Geography with Business,Politics and International Relations,Simon Chew,UG,2,N,24,boyjv5
1348,10023864,Benjamin Purnell,Benjamin,Purnell,BA Hons Geography with Business,Politics and International Relations,Susan Burke,PGT,4,N,16,kfyri7
1349,10082286,Paul Ramage,Paul,Ramage,BSc Hons Accounting and Business,Philosophy,Andrew Allen,UG,4,N,38,voyrl9
1350,10886889,Stuart Reed,Stuart,Reed,MBA Business Administration,Law,Simon Chew,UG,3,N,1,wsyjr7
1351,10170540,Ronald Rider,Ronald,Rider,BSc Hons Accounting and Business,Business School,Andrew Allen,PGT,1,N,41,ckypx0
1352,10713862,Gerald Robinson,Gerald,Robinson,MSc International Business,Philosophy,Joshua Clarke,PGT,1,N,21,hkyqd7
1353,10249153,Karl Robinson,Karl,Robinson,BA Hons Geography with Business,Politics and International Relations,Kevin Berry,UG,3,N,14,piyik8
1354,10833150,Peter Robinson,Peter,Robinson,MSc Business and Management,Business School,Kate Beard,PGT,2,N,40,riymy3
1355,10087216,Jennifer Rooney,Jennifer,Rooney,MBA Business Administration,Philosophy,Andrew Allen,UG,1,N,16,kvyox2
1356,10243443,Renee Salem,Renee,Salem,BSc Hons Accounting and Business,Philosophy,Andrew Allen,UG,4,N,28,ysylf7
1357,10212450,Chandrakant Shah,Chandrakant,Shah,MSc International Business,Politics and International Relations,Simon Chew,UG,2,N,33,tkyzs1
1358,10720184,Saleem Shah,Saleem,Shah,MSc International Business,Law,Allison Chan,UG,3,N,23,ujykg2
1359,10476819,Steve Sharples,Steve,Sharples,BSc Hons Accounting and Business,Biosciences,Joshua Clarke,UG,1,N,31,wnywa3
1360,10632727,Richard Sills,Richard,Sills,BSc Hons Agricultural Business Management,Biosciences,Simon Chew,PGT,2,N,30,qfyzl4
1361,10872392,Ruth Sims,Ruth,Sims,BA Hons Geography with Business,Philosophy,Simon Chew,UG,3,N,47,hzylj1
1362,10777334,Craig Singleton,Craig,Singleton,MSc International Business,Politics and International Relations,Andrew Allen,UG,1,N,20,lnycx0
1363,10691507,Paula Slater,Paula,Slater,MSc International Business,Biosciences,Susan Burke,UG,2,N,34,wqyur3
1364,10955417,Doug Smith,Doug,Smith,MBA Business Administration,Philosophy,Joshua Clarke,UG,1,N,29,sxyuw7
1365,10447282,Malcolm Smith,Malcolm,Smith,MBA Business Administration,Law,Patricia Collins,UG,1,N,37,etytr4
1366,10776173,Robert Speers,Robert,Speers,MSc Business and Management,Business School,Patricia Collins,UG,1,Y,10,lxywz0
1367,10941719,Lorraine Stamper,Lorraine,Stamper,BA Hons Geography with Business,Politics and International Relations,Susan Burke,UG,2,N,23,lfyun9
1368,10648162,Kevin Stanley,Kevin,Stanley,BSc Hons Accounting and Business,Biosciences,Patricia Collins,UG,4,N,14,rzybt8
1369,10166539,Marie Steven,Marie,Steven,MSc International Business,Law,Kevin Berry,PGT,2,N,37,rkykq4
1370,10918270,Gordon Stewart,Gordon,Stewart,BSc Hons Accounting and Business,Law,Patricia Collins,UG,2,N,14,ynyeu9
1371,10230913,James Stewart,James,Stewart,MSc Business and Management,Business School,Kate Beard,UG,3,N,29,wsydz4
1372,10455804,Stephen Stock,Stephen,Stock,MBA Business Administration,Business School,Kate Beard,UG,3,N,16,dryiz0
1373,10539689,Brian Streeter,Brian,Streeter,MSc International Business,Law,Frances Coady,UG,3,N,45,tpymj5
1374,10934525,Martin Swain,Martin,Swain,MSc International Business,Politics and International Relations,Frances Coady,PGT,2,N,1,vpysm4
1375,10652354,Joyce Thompson,Joyce,Thompson,BSc Hons Accounting and Business,Law,Allison Chan,PGT,1,N,18,suyni2
1376,10241369,Alison Thompson,Alison,Thompson,BSc Hons Agricultural Business Management,Politics and International Relations,Patricia Collins,UG,2,N,28,kxytv1
1377,10057906,Guy Toland,Guy,Toland,MSc Business and Management,Law,Allison Chan,PGT,3,N,23,dxykt4
1378,10964774,Robert Townshend,Robert,Townshend,BSc Hons Agricultural Business Management,Philosophy,Patricia Collins,UG,1,N,27,jzygo8
1379,10645669,Heather Truelove,Heather,Truelove,MBA Business Administration,Biosciences,Susan Burke,UG,3,N,19,osyll2
1380,10596320,Thomas Walker,Thomas,Walker,MSc International Business,Philosophy,Andrew Allen,PGT,2,N,6,sqyam3
1381,10009086,Thomas Walling,Thomas,Walling,BSc Hons Agricultural Business Management,Philosophy,Susan Burke,UG,3,Y,31,ixyxy1
1382,10593378,Peter Walton,Peter,Walton,MBA Business Administration,Law,Joshua Clarke,PGT,1,N,29,tzybw5
1383,10244892,Richard Warren,Richard,Warren,BSc Hons Agricultural Business Management,Business School,Joshua Clarke,UG,2,Y,39,moycl3
1384,10463729,Bruce Weaving,Bruce,Weaving,BA Hons Geography with Business,Philosophy,Simon Chew,UG,1,N,44,wkyxa7
1385,10335779,Martin Webb,Martin,Webb,MSc International Business,Politics and International Relations,Susan Burke,UG,3,N,16,xdyxg7
